tifinagh,latin,arabe,recorded,default_audio
ⵙⵙⵏⵖ ⵜⵓⵎ ⵉⵙ ⵉⵔⴰ ⴰⴷ ⵉⵙⴽⵔ ⵎⴰⵢⴰⵏⵏ.,tmz_sentence_333,,false,common_voice_zgh_40039233.mp3
ⵢⵓⴼ ⵓⵏⵏⴰ ⵜⵙⵙⵏⵜ ⵓⵏⵏⴰ ⵓⵔ ⵜⵙⵙⵉⵏⵜ,tmz_sentence_334,,false,common_voice_zgh_40039237.mp3
ⵎⴰⵏⵣⴰ ⴰⵣⵍⴰⵍⴰⵎ ⵏⵏⴽ ⴷ ⵡⵉⵏ ⵜⵓⵎ?,tmz_sentence_335,,false,common_voice_zgh_40039238.mp3
ⵏⵎⵎⴰⴳⴳⴰⵔ ⴰⴷⵍⵍⵉ ⵊⵊⵓ?,tmz_sentence_336,,false,common_voice_zgh_40039255.mp3
ⴰⴷ ⵔⵡⵍⵏ ⵖⵔ ⵙⵎⵄⵓⵏ.,tmz_sentence_337,,false,common_voice_zgh_40039256.mp3
ⵉⵙⵏⴼⵍ ⵜⵓⴷⵔⵜ ⵏⵏⵓⵏ.,tmz_sentence_338,,false,common_voice_zgh_40039257.mp3
ⵉⴳⴳⵯⴷ ⵣⵓⵏ ⴷ ⵜⴰⴼⵓⵍⵍⵓⵙⵜ.,tmz_sentence_339,,false,common_voice_zgh_40039258.mp3
ⴳ ⵏⵏ ⴰⴱⴽⴽⴰⵙ ⴰⵎⴰⵔ ⵉⵏⴳⴰⵙⵏ ⴷⴳ ⵓⴱⵔⵉⴷ.,tmz_sentence_340,,false,common_voice_zgh_40039259.mp3
ⴰⵢⵍⵍⵉ ⴰⴽⴽⵯ ⵉⵙⵙⴽⴼⴰⵏ ⵎⴹⵉⵖ ⵜ ⵜⴳⴰ ⵜ ⵣⵣⵔⴷⴰ ⴰⵏⵏ.,tmz_sentence_341,,false,common_voice_zgh_40039275.mp3
ⵎⴰ ⴷ ⵜⵉⴷⵜ ⵓⵔ ⵜⵍⵍⵉⴷ ⴷⴰ ⵉⴹⵍⵍⵉ?,tmz_sentence_342,,false,common_voice_zgh_40039276.mp3
ⵓⵔ ⴷⴰ ⵉⵜⵜⴽⴽⴰ ⴳⵔ ⵜⴼⵉⵢⵢⵉ ⴷ ⵢⵉⵙⴽⵔ ⵖⴰⵙ ⵉⵔⴽⴰⵏ,tmz_sentence_343,,false,common_voice_zgh_40039277.mp3
ⵉⵙ ⵖⵉⵢⵖ ⴰⴷ ⴰⴽ ⵄⴰⵕⴷⵖ ⵙ ⵉⵎⵏⵙⵉ.,tmz_sentence_344,,false,common_voice_zgh_40039278.mp3
"ⵉⴳ ⵉⴷⴷⵔ,ⵓⵔ ⵉⵎⵎⵓⵜ",tmz_sentence_345,,false,common_voice_zgh_40039279.mp3
"ⴰⵢⵍⵍⵉ ⵉⵢⵉ ⵉⵜⵜⵓⵎⴰⵏⵏ, ⵏⵜⵜⴰ ⵉⴳⴰ ⵢⴰⵏ ⵓⵎⵣⵔⴰⵡ ⴰⵏⴰⴼⴰⵣ.",tmz_sentence_346,,false,common_voice_zgh_40040193.mp3
ⵓⵛⴽⵉⵖ ⴷ ⴱⴰⵀⵔⴰ ⴷ ⵉⵎⴷⴷⵓⴽⴽⴰⵍ ⵉⵏⵓ ⵖ ⵜⵡⵓⵔⵉ.,tmz_sentence_347,,false,common_voice_zgh_40040194.mp3
ⵏⵎⵛⴰⵛⴽⴰ ⴷ ⵅⴼ ⵓⵙⴰⴽⵓⴷ ⵏ ⵉⴳⵉⵡⵔ ⵏⵏⴰ ⴷ ⵢⵓⵙⴰⵏ.,tmz_sentence_348,,false,common_voice_zgh_40040195.mp3
ⵉⵎⵎⴰⵖ ⵜⵓⵎ ⴰⴷ ⵉⵙⵎⵓⵏ ⵜⵉⴽⴽⵉⵜⵉⵏ ⵉ ⵉⵡⵙⵙⴰⵔⵏ.,tmz_sentence_349,,false,common_voice_zgh_40040196.mp3
ⵉⵙⵙⵏ ⵓⵥⵔⵡⴰⵍ ⴱⵓ ⵜⵃⴰⵏⵓⵜ.,tmz_sentence_350,,false,common_voice_zgh_40040198.mp3
ⴰⴷ ⵏⵜⵜⵎⵥⵕⴰ ⴳ ⵓⵍⴰⵡⴰⵢ.,tmz_sentence_351,,false,common_voice_zgh_40040218.mp3
ⵉⵡⵙⵙⴰⵔⵏ ⴰⵙⴳⴳⵯⴰⵙ ⴰⴷ ⵓⵔ ⵍⵍⵉⵏ.,tmz_sentence_352,,false,common_voice_zgh_40040219.mp3
ⵜⴰⵍⴽⵉⴽⵙⵜ ⴰⴷ ⵜⵉⵏⵓ ⴰⴷ ⵜⴳⴰ?,tmz_sentence_353,,false,common_voice_zgh_40040220.mp3
ⵢⵓⴼ ⴱⵟⵟⵓ ⴳⴰⵔ ⵜⴰⵎⵓⵏⵜ,tmz_sentence_354,,false,common_voice_zgh_40040221.mp3
ⵎⴰⴷ ⵜⵙⵙⵏⵡⴰⴷ?,tmz_sentence_355,,false,common_voice_zgh_40040222.mp3
ⵜⵓⴳⵜ ⵏ ⵡⵉⴷ ⴰ ⵜⴰⵀⵍⵏⵉⵏ ⴰⵔ ⵜⵜ ⵙⴳⴳⵔⵓⵏ ⵙ ⵡⵓⵍⵓⴼ.,tmz_sentence_356,,false,common_voice_zgh_40040238.mp3
ⵓⵔ ⵊⵊⵓⵏ ⵜⵏⵥⵏ ⴳ ⵜⵡⵓⵔⵉ ⵏⵏⵙⵏ.,tmz_sentence_357,,false,common_voice_zgh_40040239.mp3
ⵓⵜⵛⵉ.,tmz_sentence_358,,false,common_voice_zgh_40040240.mp3
ⵔⴰⴷ ⵉⵢⵉ ⵉⴼⴰⵍⴽⵉ ⴽⵉⵖ ⵉⵢⵉ ⵜⵉⵡⵙⵜ.,tmz_sentence_359,,false,common_voice_zgh_40040241.mp3
ⵉⵟⵟⴼ ⴰⵎⴳⵔ ⵙ ⵓⵏⵙⵔⵉⴼ,tmz_sentence_360,,false,common_voice_zgh_40040242.mp3
ⵎⴻⵎⵎⵉⵙ ⵏ ⵉⴼⵙⵜⵉ ⴷ ⴰⵡⴰⵍ,tmz_sentence_361,,false,common_voice_zgh_40040254.mp3
ⵉⵙ ⵊⵊⵓⵏ ⵜⵎⵎⵓⴷⴷⵉⴷ ⵉ ⵡⴰⴹⵓ ⵏⵏⴽ?,tmz_sentence_362,,false,common_voice_zgh_40040255.mp3
ⵓⵍ ⵙⵙⵉⵏⵅ ⵎⴰ ⵔⴰⴷ ⵉⵊⵕⵓ.,tmz_sentence_363,,false,common_voice_zgh_40040256.mp3
ⴼⵊⵊⵉⵊⵖ ⵉ ⵎⵎⴰ ⴽⵢⵢ?,tmz_sentence_364,,false,common_voice_zgh_40040257.mp3
ⵉⵡⴰⵜⴰ ⵓⴷⵍⵉⵙ ⴰⴷ ⴰⵣⵣⴰⵏⵏ.,tmz_sentence_365,,false,common_voice_zgh_40040258.mp3
ⵍⵉⵖ ⵉⵛⵜ ⵏ ⵜⵡⵍⴰⴼⵜ ⵏ ⵓⵣⴰⴳⵣ.,tmz_sentence_366,,false,common_voice_zgh_40040259.mp3
ⵎⴰⴷ ⴰⴽ ⵉⴳⴰ ⵎⵓⵃⴰ.,tmz_sentence_367,,false,common_voice_zgh_40040260.mp3
"ⴷ ⵜⵉⵣⵉⵣⵡⵉⵜ ⵉ ⵉⴱⵔⵔⵉⴽⵏ, ⴷ ⵉⵙⵖⵉ ⵉ ⵉⵎⵍⵍⵓⵍⵏ",tmz_sentence_368,,false,common_voice_zgh_40040262.mp3
ⵎⴰ ⵜⵀⴱⵍⴷ?,tmz_sentence_369,,false,common_voice_zgh_40040263.mp3
"ⴰⵇⵎⵎⵓⵎ ⴷ ⵜⵉⵎⵙⵙⵉ, ⵉⴼⴰⴷⴷⵏ ⴷ ⴰⵔⴽⵜⵉ",tmz_sentence_370,,false,common_voice_zgh_40040264.mp3
ⵜⵉⴽⵓⵏⴷⴰ ⴰⵔ ⴷ ⵜⵜⴼⵓⵢⵓⵖ ⵖⴰⵔ ⴰⵏⴱⴷⵓ.,tmz_sentence_371,,false,common_voice_zgh_40040265.mp3
ⵎⴰ ⴰⴷ ⵉⴳⴰⵏ ⵜⴰⵡⵓⵔⵉ ⵏ ⴱⴰⴱⴰⵎ?,tmz_sentence_372,,false,common_voice_zgh_40040266.mp3
ⵎⴰ ⵖ ⴰⵔ ⵜⵜⴰⵙⵎ ⵍⴰⵢⵍⴰ?,tmz_sentence_373,,false,common_voice_zgh_40040267.mp3
ⴰⵎⴰⵡⴰⵍ ⵏ ⵜⴽⵙⵙⴰ ⴷ ⵜⵔⵃⵃⴰⵍⵜ ⴷ ⵡⴰⵢⵡⴰⵍⵏ.,tmz_sentence_374,,false,common_voice_zgh_40040269.mp3
ⵓⵔ ⵖⵉⴷ ⵍⵍⵉⵖ.,tmz_sentence_375,,false,common_voice_zgh_40040271.mp3
ⴽⵓ ⵎⴰ ⴰⴷ ⵉⴷⵔⵓⵙⵏ ⵓⵔ ⵉⵜⵜⵓⵇⴱⵉⵍ.,tmz_sentence_376,,false,common_voice_zgh_40040272.mp3
ⴰⴷ ⵏⵎⵢⴰⵏⵏⴰⵢ ⴳ ⵓⵍⴰⵡⴰⵢ.,tmz_sentence_377,,false,common_voice_zgh_40040273.mp3
"ⵓⵔ ⴰⴷ ⴷⴳⴳⵉⵏ, ⴰⵛⴽⵓ ⵢⴰⴳⴳⵓⴳ ⴱⴰⵀⵔⴰ.",tmz_sentence_378,,false,common_voice_zgh_40040274.mp3
ⵎⴰⵏⵉ ⴳ ⵜⵍⵍⴰⵎ?,tmz_sentence_379,,false,common_voice_zgh_40040275.mp3
ⵓⵔ ⴷⴰ ⵏⴽⵜⵜⵉ ⵉⵣⵍⴰⵏ ⴰⵔ ⴷ ⵉⵙⵎⵓⵔ ⵓⵃⵉⴷⵓⵙ,tmz_sentence_380,,false,common_voice_zgh_40040276.mp3
ⴷⴷⴰⵏ ⵉⴹⴳⴰⵎ.,tmz_sentence_381,,false,common_voice_zgh_40040277.mp3
ⴷⴰⵔⵉ ⵉⵎⴷⴷⵓⴽⴽⴰⵍ ⴳ ⵎⵏⵛⴽ ⵏ ⵜⵎⵓⵔⴰ.,tmz_sentence_382,,false,common_voice_zgh_40040278.mp3
ⵉⵙⴰⵇⵙⴰ ⵜⵓⵎ ⵅⴼ ⵎⴰⵏ ⴰⵢⴰ.,tmz_sentence_383,,false,common_voice_zgh_40040279.mp3
ⵜⴼⵊⵊⵉⵊⴷ?,tmz_sentence_384,,false,common_voice_zgh_40040280.mp3
ⵓⵙⵉⵏ ⵉⵡⴹⴼⴰⵏ ⵜⵉⵔⵛⵜ ⵏ ⵉⵎⵏⴷⵉ,tmz_sentence_385,,false,common_voice_zgh_40040281.mp3
ⴽⵓ ⴰⵙⵉⵎⵡⴰⵙ ⵍⴰ ⵏⵜⵜⴻⵜⵜ ⵙⴽⵙⵓ,tmz_sentence_386,,false,common_voice_zgh_40040282.mp3
ⵉⵣ ⴷ ⵜⴰⵡⵊⴰ ⵏⵏⴽ ⴰⵢⴰ?,tmz_sentence_387,,false,common_voice_zgh_40041086.mp3
ⵔⴰⴷ ⴽⵯⵏ ⵏⵙⵙⵖⵜⵎ ⵙ ⵜⵡⵍⴰⴼⵜ.,tmz_sentence_388,,false,common_voice_zgh_40041087.mp3
ⴽⵔⴰ ⵏ ⵜⵉⴽⴽⴰⵍ ⴰⵔ ⵉⵜⵜⴰⵔⴰ ⵜⴰⴱⵔⴰⵜ ⵉ ⵎⴰⵙ.,tmz_sentence_389,,false,common_voice_zgh_40041088.mp3
ⴰ ⴰⴽⵓⵛ ⵉⵏⵓ!,tmz_sentence_390,,false,common_voice_zgh_40041089.mp3
ⵜⴰⵎⵙⵓⵍⴰⴼⵜ ⵏⵏⴰ ⵜⵙⵖⵉⴷ ⵜⵓⴼ ⵜⵉⵏⵓ.,tmz_sentence_391,,false,common_voice_zgh_40041090.mp3
ⵏⴰⵔⴰ ⴰⵎⴰⴳⵔⴰⴷ ⵏⵏⵖ ⵉⴹⴳⴰⵎ.,tmz_sentence_392,,false,common_voice_zgh_40041091.mp3
ⴽⵓⵏⵏⵉ ⴷ ⵉⵔⵓⵙⵉⵢⵏ?,tmz_sentence_393,,false,common_voice_zgh_40041092.mp3
ⵔⵉⵖ ⴰⵏⵙⵎⴰⴷⴷⵓ ⵏ ⵓⴽⴼⴰⵢ.,tmz_sentence_394,,false,common_voice_zgh_40041093.mp3
ⵙⵓⵍ ⵓⴽⴰⵏ ⵉⴼⵜⵜⵓ ⵜⵓⵎ.,tmz_sentence_395,,false,common_voice_zgh_40041094.mp3
ⵢⵓⴳⵔ ⵃⵎⵎⵉ ⴰⵥⵔⵡⴰⵍ.,tmz_sentence_396,,false,common_voice_zgh_40041095.mp3
ⵉⴳⴰ ⵟⵟⴰⵍⴱ.,tmz_sentence_397,,false,common_voice_zgh_40041096.mp3
ⴳⵉⵖ ⵢⴰⵏ ⵓⵎⴷⴰⵏ ⴰⵎⵅⵢⵢⵏ.,tmz_sentence_398,,false,common_voice_zgh_40041097.mp3
ⵣⵎⵔⵖ ⴰⴷ ⴰⵡⵏ ⴰⵣⵏⵖ ⴰⵎⴰⵡⴰⵍ ⵉⵏⵓ ⵏ ⵜⵎⴰⵣⵉⵖⵜ.,tmz_sentence_399,,false,common_voice_zgh_40041098.mp3
ⵍⴰ ⵜⴻⵜⵜⵕⴰⵊⵓ ⴰⴷ ⵜⵕⴰⵃ ⴰⴽⴷ ⵜⵙⵍⵉⵜ.,tmz_sentence_400,,false,common_voice_zgh_40041099.mp3
ⴰⴽⴰⴷ ⵉⵎⵎⵉⵎ ⵓⵜⵜⵛⵉ.,tmz_sentence_401,,false,common_voice_zgh_40041100.mp3
ⵢⵉⵡⵔⵔⵉ ⴷ ⵙ ⵜⵥⵓⵕⵉ.,tmz_sentence_402,,false,common_voice_zgh_40041116.mp3
ⵖⵔⵉⵖ ⵉⴹⵍⵍⵉ ⵉⵛⵜ ⵏ ⵜⵓⵍⵍⵉⵙⵜ ⵉⵙⵜⴰⵡⵀⵎⵎⴰⵏ.,tmz_sentence_403,,false,common_voice_zgh_40041118.mp3
ⵏⵛⵛ ⵖⴰⵙ ⴷ ⴰⵎⴰⵍⵍⴰⵢ.,tmz_sentence_404,,false,common_voice_zgh_40041119.mp3
ⴰⵔ ⵜⵜⵍⵍⵉⵖ ⵙ ⵢⴰⵜ ⵜⴳⵓⵔⵉ ⴳ ⵎⵙⵎⵓⵏ ⴰⵡⴰⵍ.,tmz_sentence_405,,false,common_voice_zgh_40041120.mp3
ⵉⵙⵙⵢⴰⴼⴰ ⴰⴳⵥⵥⴰⵥ ⴳ ⵜⴰⴷⴰⵡⵜ.,tmz_sentence_406,,false,common_voice_zgh_40041145.mp3
ⵎⵉⵔⵉⴽⴰⵏ,tmz_sentence_407,,false,common_voice_zgh_40041146.mp3
ⵜⴰⴹⴰⵔⵜ ⵏ ⵓⴳⵓⵊⵉⵍ ⴰⵢ ⵉⴱⴱⵉⵏ ⴰⴳⵔⵜⵉⵍ,tmz_sentence_408,,false,common_voice_zgh_40041147.mp3
ⴰⴷ ⵓⴽⴰⵏ ⵙⵍⵍⴰⵖ ⵉ ⵜⵣⵍⵉⵜ ⴰⴷ ⴰⵔ ⴷ ⵉⵍⵎⵎⴰ ⴽⵯⵜⵜⵉⵖ ⵜⵉⵎⵥⵉ ⵉⵏⵓ.,tmz_sentence_409,,false,common_voice_zgh_40041148.mp3
ⵓⵙⵔⵖ ⴽⵯⵏ.,tmz_sentence_410,,false,common_voice_zgh_40041149.mp3
ⵜⵓⴽⴽⵕⴹⴰ ⵉⵣⴳⵍⵏ.,tmz_sentence_411,,false,common_voice_zgh_40041160.mp3
ⵜⵉⵢⵜⵉ ⵏ ⵡⵓⵍ ⵉⵊⵀⴷⵏ.,tmz_sentence_412,,false,common_voice_zgh_40041161.mp3
ⴰⵙⴳⴳⵯⴰⵙ ⴰⴷ ⵉⵎⵓⵔⵙ ⵓⴽⴰⵏ ⵉⵡⵉ ⴳ ⵍⴱⴰⴽ.,tmz_sentence_413,,false,common_voice_zgh_40041162.mp3
ⵜⴰⵎⵙⴰⴷⵓⵔⵜ.,tmz_sentence_414,,false,common_voice_zgh_40041163.mp3
ⵉⵍⵍⴰ ⵢⴰⴷⵍⵍⵉ ⵖⵉⴼⴽ ⴰⴷ ⵏⵏ ⵜⵉⵍⵉⴷ ⴳ ⵢⵉⵡⵉⵣ ⵉⴹⵍⵍⵉ. ⴳⵉⵙ ⵜⵓⴳⵜ ⵏ ⵜⵖⴰⵡⵙⵉⵡⵉⵏ ⴼⵊⵊⵉⵊⵏⵉⵏ.,tmz_sentence_415,,false,common_voice_zgh_40041164.mp3
ⵉⵙⵙⵏ ⴰⴷ ⵉⵙⴰⵡⴰⵍ.,tmz_sentence_416,,false,common_voice_zgh_40041180.mp3
ⵉⴷⴷⴰ ⴷⴰ ⵉⴱⵟⵟⵓ ⴰⵍⵉⵎ ⵉ ⵉⵖⵢⴰⵍ,tmz_sentence_417,,false,common_voice_zgh_40041181.mp3
ⵜⵔⴰ ⴰⴷ ⴷⵉⴷⵙⵏ ⵜⵉⵍⵉ.,tmz_sentence_418,,false,common_voice_zgh_40041182.mp3
ⴳⴳ ⵎⵉⵏ ⵜⵅⵙⴷ.,tmz_sentence_419,,false,common_voice_zgh_40041183.mp3
ⵉⵏⵎⵓⵇⵇⴰⵔ ⵉ ⵜⵢⴰⴼⵓⵜⵉⵏ ⵜⵉⵏⴼⵍⴰⵃⵉⵏ.,tmz_sentence_420,,false,common_voice_zgh_40041184.mp3
ⵢⴰⵏ ⵉⵛⵡⴰⵏ ⴰⵔ ⵉⵜⵜⵏⵡⵡⴰ ⵍⵅⵉⵔ ⴳ ⵡⵓⵙⵙⴰⵏ,tmz_sentence_421,,false,common_voice_zgh_40041198.mp3
ⵉⵙ ⵜⴳⴰ ⵜⵡⵓⵔⵉ ⵏⵏⴽ ⵜⵉⵎⵉⵣⵉⵜ?,tmz_sentence_422,,false,common_voice_zgh_40041200.mp3
"ⵜⵥⵔⴰ ⵉⵙⵍⵎⴰⵏ, ⵜⴻⵜⵜⵓ ⵙⵍⵉⵎⴰⵏ",tmz_sentence_423,,false,common_voice_zgh_40041202.mp3
ⵓⵔ ⴷⴰ ⵉⵣⴷⴷⵖ ⵡⴰⴽⴰ ⴳ ⵓⵎⴰⵣⵉⵔ ⵏ ⵉⴼⵉⵖⵔ,tmz_sentence_424,,false,common_voice_zgh_40041203.mp3
ⴰⵙⵉⵢⴰⵜ ⵍⵖⴰⵛⵉ ⴰⵏⵏ ⵙ ⵜⴳⵍⴰⵍⴰⵣⵜ.,tmz_sentence_425,,false,common_voice_zgh_40041204.mp3
ⴰⴳⴰ ⵉⴳⵯⴱⴰⵏ ⵓⵔ ⴷⴰ ⵉⵜⵜⴰⴳⵎ,tmz_sentence_426,,false,common_voice_zgh_40043514.mp3
ⴰⵎⵎⴰⵙ ⵏ ⵓⴹⴼⴼⵓⵕ ⴷ ⵓⵙⴼⵙⵉ ⵏ ⵉⵙⵓⵜⴰⵔ.,tmz_sentence_427,,false,common_voice_zgh_40043515.mp3
ⵎⴰⵏⵉ ⵙ ⵔⴰⴷ ⵜⴷⴷⵓⴷ?,tmz_sentence_428,,false,common_voice_zgh_40043516.mp3
ⴰⵙⵍⵍⵎ,tmz_sentence_429,,false,common_voice_zgh_40043517.mp3
ⵜⵏⵊⵎⴻⵎⵜ ⴰⴷ ⵉⵢⵉ ⴷ ⵜⵙⵙⵓⵖⵍⵎⵜ ⴽⵔⴰ ⵏ ⵜⵡⵉⵏⴰⵙ?,tmz_sentence_430,,false,common_voice_zgh_40043518.mp3
ⵎⴰ ⵜⵔⵉⴷ.,tmz_sentence_431,,false,common_voice_zgh_40043519.mp3
ⵉⵣⴳⴰⵔⵏ ⵏ ⴷⴰⴷⵙ ⴰⵢ ⵉⴽⵔⵔⵣⵏ ⴰⴽⴰⵍ ⵏ ⴷⴰⴷⵙ,tmz_sentence_432,,false,common_voice_zgh_40043520.mp3
ⴰⵔ ⵏⵙⵡⵉⵏⴳⵉⵎ ⵏⴽⴽ ⴷ ⵎⴰⵔⵉ ⴰⴷ ⵏⵙⵙⴳⵎⵉ ⵙⵉⵏ ⵡⴰⵣⵣⴰⵏⵏ.,tmz_sentence_433,,false,common_voice_zgh_40043521.mp3
ⵜⴰⵎⴰⵡⴰⵙⵜ ⵏ ⵓⵡⴰⵏⴽ.,tmz_sentence_434,,false,common_voice_zgh_40043523.mp3
"ⴳⴳⵣⴰⵜ, ⵜⵙⵙⴼⵍⴷⵎ ⵉ ⵓⵙⵍⵎⴰⴷ.",tmz_sentence_435,,false,common_voice_zgh_40055119.mp3
ⴰⵍⵍⵏ ⵏ ⵓⵏⴱⴳⵉ ⴰⴷ ⵉⵙⵙⵏⵡⴰⵏ ⵉⵎⵏⵙⵉ,tmz_sentence_436,,false,common_voice_zgh_40055152.mp3
ⴷⴷⵓ ⵙ ⵜⵜⴰⵡⵉⵍ,tmz_sentence_437,,false,common_voice_zgh_40055153.mp3
ⵓⵔ ⵙⵍⵍⵉⵖ ⵉ ⵎⵉⵏ ⵜⵏⵏⵉⴷ.,tmz_sentence_438,,false,common_voice_zgh_40055154.mp3
ⴷⴰⴷ ⵏⵙⵖⴰⵡⵙⴰ ⵙ ⵜⵡⵉⵣⵉ ⵏⵏⴽ.,tmz_sentence_439,,false,common_voice_zgh_40055155.mp3
ⵙⵍⵍⴰⵖ ⵉ ⴽⵔⴰ ⴰⵔ ⵉⵜⵜⵓⵙⵓ.,tmz_sentence_440,,false,common_voice_zgh_40055156.mp3
"ⵓⵔ ⵖⵓⵔⵙⵏⵜ ⵉⵙⵍⴰⵃⵏ, ⵎⴰⵛⴰ ⴷⴰ ⵙⴽⵏⵓⵏⵓⵢⵏⵜ ⵉⵥⵔⴰⵏ, ⴰⵔ ⵙⵃⵓⵔⵔⵓⵛⵏⵜ ⵉⵔⴳⵣⵏ ⵙ ⵉⵣⵍⵉ ⴷ ⵜⵖⵔⴰⵜⵉⵏ.",tmz_sentence_441,,false,common_voice_zgh_40055163.mp3
ⵎⴰⵏⵎⴽ ⵙ ⵔⴰⴷ ⴱⴷⵔⵖ?,tmz_sentence_442,,false,common_voice_zgh_40055164.mp3
"ⴽⵓⴷ ⵏⵜⵜⵉⴷⵉⵔ, ⵏⵜⵜⵉⵥⵉⵔ",tmz_sentence_443,,false,common_voice_zgh_40055165.mp3
ⵜⴰⴳⴳⵓⴳ ⴷⴷⵣⴰⵢⵔ ⴼ ⵍⵀⵏⴷ.,tmz_sentence_444,,false,common_voice_zgh_40055166.mp3
ⴷⴰⵖ.,tmz_sentence_445,,false,common_voice_zgh_40055167.mp3
ⵏⵏⵓⵔⵣⵖ ⴰⴷ ⵜ ⴰⴽⴽⵯ ⵓⵔ ⵜⵏⵏⵉⵜ ⵉ ⵜⵓⵎ ⵎⴰⵢⴰⵏⵏ.,tmz_sentence_446,,false,common_voice_zgh_40055168.mp3
ⵎⵉⵏ ⵜⵙⵙⵉⵔⵉⵎⴷ?,tmz_sentence_447,,false,common_voice_zgh_40055169.mp3
ⵉⵙⵡⵉⵜⵏ ⵉⵏⵛⵏⴳⴰⵏⵏ ⴰ ⴼ ⵜⵜⵡⴰⵙⴽⴰⵔⵏⵜ ⵜⵙⵉⵍⴰ ⵜⵉⵙⴰⵔⴷⴰⵙⵉⵏ ⵜⵉⵎⵉⵔⵉⴽⴰⵏⵉⵢⵉⵏ ⴳ ⴽⵔⴰⵢⴳⴰⵜ ⵜⴰⵙⴳⴰ ⴳ ⵓⵎⴰⴹⴰⵍ.,tmz_sentence_448,,false,common_voice_zgh_40055170.mp3
ⵉⵙ ⴷ ⵍⵀⵏⵓⴷ ⴰⴷ ⵉⵙⴽⵔⵏ ⴳⴰⵕⵕⵓ?,tmz_sentence_449,,false,common_voice_zgh_40055171.mp3
ⵏⵏⵔⴰⵏⵜⵏ ⵏⵉⵜ ⴷⴰⵖ.,tmz_sentence_450,,false,common_voice_zgh_40055177.mp3
ⵓⵔ ⵡⴰⵜⵙⵖ ⴰⴷ ⴽ ⴱⵔⵉⵖ.,tmz_sentence_451,,false,common_voice_zgh_40055178.mp3
ⵓⵔ ⵉⵍⵍⵉ ⵓⵎⵍⵍⴰⵍ ⴳ ⵉⴳⵓⵔⴷⴰⵏ,tmz_sentence_452,,false,common_voice_zgh_40055179.mp3
ⴰⴷ ⵏⵙⵎⵓⵏ ⴰⵔⴷⵍⵉⵎ ⵏⵏⵉ.,tmz_sentence_453,,false,common_voice_zgh_40055180.mp3
ⵜⵉⵖⵣⵉ ⵏ ⵣⵣⵎⴰⵏ ⴰⴷ ⴽ ⵉⴷ ⵉⵙⵙⴽⵯⵏⴰⵏ ⴰ ⴰⵖⴰⵏⵉⵎ.,tmz_sentence_454,,false,common_voice_zgh_40055181.mp3
ⵜⴰⵏⵎⵎⵉⵔⵜ.,tmz_sentence_455,,false,common_voice_zgh_40055182.mp3
ⵓⵔ ⴷⴰ ⵜⵜⴷⵔⴰⵡⵏ ⵉⵢⴹⴰⵏ,tmz_sentence_456,,false,common_voice_zgh_40055183.mp3
ⵉⴽⴽⴰ ⵜⵜ ⵉⵏⵏ ⵙⴰⵎⵉ ⵉⵔⴰ ⴰⴷ ⴰⴽⴽⵯ ⵢⴰⵔⵎ ⴽⵔⴰⵢⴳⴰⵜ.,tmz_sentence_457,,false,common_voice_zgh_40055184.mp3
ⵣⴳⴳⵉⵖ ⵎⴰⵙ ⵔⴰⴷ ⵉⵣⵣⵔⵉ ⵢⵉⵔⵉⵎ.,tmz_sentence_458,,false,common_voice_zgh_40055185.mp3
ⵉⵏⵉ ⴰⵖ ⵓⴳⴳⴰⵔ.,tmz_sentence_459,,false,common_voice_zgh_40055186.mp3
ⵓⵔ ⵉⴳⵉ ⵓⵍⵎⵓⵇⵇⴰⵔ ⴰⴷ ⵎⴰⴷ ⵏⵜⵜⴼⵍⵍⴰⵜ.,tmz_sentence_460,,false,common_voice_zgh_40055187.mp3
ⵉⵍⵍⴰ ⵖⵉⴼⵏⵖ ⴰⴷ ⵏⵙⴱⵉⴷⴷ ⵎⴰⵢⴰⴷ ⴷⴰⵜ ⴰⴷ ⵉⵎⵙⴰⵔ.,tmz_sentence_461,,false,common_voice_zgh_40055188.mp3
ⴰⴷ ⵓⵔ ⵜⵙⵎⵓⵎⵎⵓⵢⴷ.,tmz_sentence_462,,false,common_voice_zgh_40055189.mp3
ⵜⵙⴽⵔ ⵉⵢⵉ ⵙⵜⵜⵉ ⵢⴰⵏ ⵓⴱⴱⵓⵏⵉⵣ ⵉⵥⵡⵉⵥⵥⵉⵢⵏ.,tmz_sentence_463,,false,common_voice_zgh_40055190.mp3
ⵜⴰⵎⵀⵍⴰ ⵏ ⵜⵖⵓⵔⵉⵡⵉⵏ ⴷ ⵓⵎⵢⴰⵡⴰⵙ ⴷ ⵓⵙⵜⵔⴰⵔ.,tmz_sentence_464,,false,common_voice_zgh_40055191.mp3
ⵉⵙ ⵜⵎⵎⵔⴷ?,tmz_sentence_465,,false,common_voice_zgh_40055192.mp3
ⴰⵙⵍⵎⴰⴷ ⵏ ⵜⵓⴱⵉⵔⵜ ⴰⵢ ⵉⴳⴰ.,tmz_sentence_466,,false,common_voice_zgh_40055193.mp3
ⴰⴷ ⵓⵔ ⵜⵓⵚⵚⴰⵜ ⴰⴳⵓⵊⵉⵍ ⵅⴼ ⵉⵎⵟⵟⴰⵡⵏ,tmz_sentence_467,,false,common_voice_zgh_40055194.mp3
