audio,text
common_voice_zgh_40038466.mp3,"ⵉⴳⴰ ⵜⵓⵎ ⵢⴰⵏ ⵓⴼⴳⴰⵏ ⵉⵜⵜⵎⵔⴰⴳⵏ, ⵓⵔ ⵉⴼⵍⵉⵙ ⵙ ⵢⵉⵎⴰⵏ ⵏⵏⵙ."
common_voice_zgh_40038467.mp3,ⵀⴰ ⵏⵏ!
common_voice_zgh_40038468.mp3,ⵉⵏⵖⴰ ⵉⵢⵉ ⴱⴰⵀⵔⴰ ⵓⵎⴰⵔⴳ ⵏⵏⴽ.
common_voice_zgh_40038469.mp3,ⴷⴰⵔⵉ ⵢⴰⵏ ⵓⵏⴰⵔⴰⴳ ⵉⴳⴰ ⴰⵏⵙⵍⵎ.
common_voice_zgh_40038471.mp3,ⵜⴰⵎⴰⵣⵉⵖⵜ ⵏ ⵓⵎⵓⵔⵡⴰⴽⵓⵛ ⴰⵔ ⵜⴻⵜⵜⵢⴰⵔⴰ ⵙ ⵓⵙⴽⴽⵉⵍ ⵏ ⵜⵉⴼⵉⵏⴰⵖ ⵜⴰⵜⵔⴰⵔⵜ.
common_voice_zgh_40038476.mp3,ⵍⵍⴰⵏ ⴷⴰⵔ ⴱⵉⵍⵍ ⵜⵓⴳⵜ ⵏ ⵉⵎⴷⴷⵓⴽⴽⴰⵍ.
common_voice_zgh_40038492.mp3,ⴰⵔ ⴱⴰⵀⵔⴰ ⵉⵜⵜⵖⵉⵔ ⵡⴰⵢⴷⵉ ⴰⴷ.
common_voice_zgh_40038494.mp3,ⵔⴰⴷ ⵏⵏ ⴳⵖ ⵜⵓⴳⴳⴰⵙ ⴰⴷ ⵙⵎⴷⵖ ⵜⴰⵡⵓⵔⵉ ⴰⵙⵙ ⴰ.
common_voice_zgh_40038498.mp3,ⵔⴰⴷ ⵉⵍⴽⵎ ⴱⴰⴱⴰ ⵉⴳ ⵉⴳⴳⵔⴰ ⵡⴰⵢⵢⵓⵔ
common_voice_zgh_40038501.mp3,ⵉⵙ ⴰⴽⴽⵯ ⵉⵊⵍⴰ ⵃⵎⵎⵓ ⵉⴱⵓⵔⴽⵙⵏ ⵏⵏⵙ ⴳ ⵜⵏⵣⵔⵓⴼⵜ ⵉⴳⴰ ⴰⵙ ⴷ ⵖⴰⵔ ⴰⴱⴰⵟⵟⵉⵃ ⵉⴳⵍⵍⵉⵏ.
common_voice_zgh_40038507.mp3,ⵎⵎⴰⵖⵖ ⴰⴷ ⵜ ⵙⵙⵏⵣⵖ.
common_voice_zgh_40038508.mp3,ⵇⵇⵍ ⵉⵎⵉⴽⴽ.
common_voice_zgh_40038509.mp3,ⵓⵔ ⵜⵜⴰⵎⵏ ⴰⵙⵉⴼ ⴰⵙⵓⵙⴰⵎ
common_voice_zgh_40038511.mp3,ⵎⴰⵏⵉⴽ ⵙ ⵔⴰⴷ ⴰⴽ ⵎⵍⵖ ⵜⴰⵢⵔⵉ ⵉⵏⵓ?
common_voice_zgh_40038518.mp3,ⵢⵓⵏ ⵡⴰⴹⵓ ⴰⵢⴷ ⴰⴽⴽⵯ ⵜⵍⴰ ⵜⵉⵙⴽⵔⵜ
common_voice_zgh_40038519.mp3,ⵎⵉⵏ ⵉⵄⵏⴰ ⵙⴰⵎⵉ?
common_voice_zgh_40038521.mp3,ⵉⴳⴰ ⵣⵓⵏ ⴷ ⵉⵡⵉ.
common_voice_zgh_40038529.mp3,ⴰⵔ ⴰⵙ ⴰⴽⴽⵯ ⵇⵇⴰⵔⵏ ⵎⴰⴽ.
common_voice_zgh_40038557.mp3,ⴰⵙⵙ ⴰ ⴰⴷ ⵉⴳⴰⵏ ⴰⵎⵓⵍⵍⵉ ⴰⵎⴳⴳⴰⵣ ⵏ ⵎⴻⵎⵎⵉ.
common_voice_zgh_40038558.mp3,ⵉⵅⵍⴰ ⵡⴰⵢⴷⵉ ⴰ.
common_voice_zgh_40038559.mp3,ⴰⵎⵣⵔⴰⵡ ⵏ ⵍⵎⵍⵉⵃ ⴰⴷ ⵜⴳⵉⴷ.
common_voice_zgh_40038560.mp3,"ⴰⵣⵓⵍ ⴰ ⴰⵎⴷⴷⴰⴽⴽⵯⵍ, ⵉⵙ ⵜⴳⴰ ⵍⵎⴰⵏ?"
common_voice_zgh_40038567.mp3,ⵉⴳⴰ ⵜⵓⵎ ⴰⵎⵥⵥⵉⴹⵕ.
common_voice_zgh_40038568.mp3,ⵡⴰⴷ ⴰⵢ ⵉⴳⴰⵏ ⴰⵏⵙⴰ ⵏⵏⵙⵏ.
common_voice_zgh_40038569.mp3,ⵉⵇⵇⴰⵏ ⴰⵖ ⴰⴷ ⵏⴳ ⵜⵜⵎⵉ ⵉ ⵓⵢⵏⵏⴰ ⴷⴰⵜ ⵓⵔ ⵜⴰ ⵉⵊⵕⵉ.
common_voice_zgh_40038570.mp3,ⴷⴰ ⵉⵜⵜⵍⵎⴰⴷ ⵜⴰⵎⴰⵣⵉⵖⵜ ⴽⵔⴰ ⵏ ⵜⵉⴽⴽⴰⵍ.
common_voice_zgh_40038590.mp3,ⵉⵣⵍⴹ ⵙ ⵉⵎⵔⵡⴰⵙⵏ
common_voice_zgh_40038591.mp3,ⵔⴰⴷ ⵙⵖⵍⵖ ⵜⵉⵔⵖⵉ ⵏⵏⴽ ⵖⵉⵍⴰⴷ.
common_voice_zgh_40038593.mp3,"ⴰⵙⵔⵇⴱ ⵏ ⵡⴰⵢⴷⴰ ⵡⴰⵔⴰⴽⵎⴰⵎ ⴷ ⵓⵙⵉⵜⵜⴳ ⵏ ⵜⵢⴰⴼⵓⵜⵉⵏ ⵜⵉⴼⵔⴽⴰⵏⵉⵏ, ⵜⴰⵎⵙⵙⵉⵍⵉⵜ ⵉ ⵜⴳⵎⵉ ⵜⴰⵎⵓⵔⴰⵏⵜ."
common_voice_zgh_40038594.mp3,ⵍⵎⴷ ⴰⴷ ⵜⴰⵡⵙⴷ ⵉ ⵡⵉⵢⵢⴰⴹ.
common_voice_zgh_40038595.mp3,ⵎⴰⵏⵉ ⴽⵯⵏ?
common_voice_zgh_40038686.mp3,ⵏⴽⴽ ⴳⵉⵖ ⵉⵎⵉⵖⵉⵙ ⴳ ⵜⵎⴰⵙⵙⴰⵏⵉⵏ.
common_voice_zgh_40038687.mp3,ⴰⵔ ⴰⴽⴽⵯ ⴰⵍⵍⴰⵖ ⵎⴰ ⵉⵍⴰ ⵢⵉⴹ.
common_voice_zgh_40038688.mp3,ⴷⵉⵏⵏⴰ ⴳ ⵏⵏ ⵜⵍⵍⴰⵎⵜ ⴰⴷ ⴷ ⵜⴰⵙⵎ ⵖⵔ ⴷⴰ.
common_voice_zgh_40038690.mp3,ⵜⵉⵎⴷⴷⵉⵜⵉⵏ ⵜⵉⵥⴰⵡⴰⵏⵉⵏ.
common_voice_zgh_40039190.mp3,ⵉⵏⴳⵉ ⵡⴰⵏⵅⴰⵔ ⵏⵏⴽ.
common_voice_zgh_40039191.mp3,ⵃⵎⵍⵖ ⴽⵯⵏ ⵙ ⵙⵉⵏ ⵉⵜⵓⵏ.
common_voice_zgh_40039192.mp3,ⵙⵓⵍ ⵓⴽⴰⵏ ⵓⵔ ⴷ ⵜⵓⵛⴽⵉ ⴳⵔⴰⵙ.
common_voice_zgh_40039193.mp3,ⵢⵓⵜ ⵙⴰⵎⵉ ⵍⴰⵢⵍⴰ ⵙ ⵓⵎⵔⵔⵉⵇ.
common_voice_zgh_40039194.mp3,ⵉⵏⵉ ⵉⴳ ⵉⵚⵃⴰ ⵏⵖ ⵉⵜⵜⵓⵣⴳⵍ
common_voice_zgh_40039215.mp3,ⵜⴼⵓⵍⴽⵉ ⵜⴱⵔⵉⴷⴰ ⴰⴷ ⵉ ⵓⵙⵍⵎⴷ ⵏ ⵜⵎⴰⵣⵉⵖⵜ.
common_voice_zgh_40039216.mp3,ⴽⵔⴰ ⵉⴷⵔⵓⵙⵏ ⵓⵔ ⵉⵜⵜⵓⴷⴳⴳⵉ.
common_voice_zgh_40039217.mp3,ⵎⵉⵏ ⵜⵅⵙⴷ ⵛⴽⴽ?
common_voice_zgh_40039219.mp3,"ⴱⵓ ⵢⵉⵍⵙ, ⵎⴷⴷⵏ ⴰⴽⴽⵯ ⵉⵏⵙ"
common_voice_zgh_40039233.mp3,ⵙⵙⵏⵖ ⵜⵓⵎ ⵉⵙ ⵉⵔⴰ ⴰⴷ ⵉⵙⴽⵔ ⵎⴰⵢⴰⵏⵏ.
common_voice_zgh_40039237.mp3,ⵢⵓⴼ ⵓⵏⵏⴰ ⵜⵙⵙⵏⵜ ⵓⵏⵏⴰ ⵓⵔ ⵜⵙⵙⵉⵏⵜ
common_voice_zgh_40039238.mp3,ⵎⴰⵏⵣⴰ ⴰⵣⵍⴰⵍⴰⵎ ⵏⵏⴽ ⴷ ⵡⵉⵏ ⵜⵓⵎ?
common_voice_zgh_40039255.mp3,ⵏⵎⵎⴰⴳⴳⴰⵔ ⴰⴷⵍⵍⵉ ⵊⵊⵓ?
common_voice_zgh_40039256.mp3,ⴰⴷ ⵔⵡⵍⵏ ⵖⵔ ⵙⵎⵄⵓⵏ.
common_voice_zgh_40039257.mp3,ⵉⵙⵏⴼⵍ ⵜⵓⴷⵔⵜ ⵏⵏⵓⵏ.
common_voice_zgh_40039258.mp3,ⵉⴳⴳⵯⴷ ⵣⵓⵏ ⴷ ⵜⴰⴼⵓⵍⵍⵓⵙⵜ.
common_voice_zgh_40039259.mp3,ⴳ ⵏⵏ ⴰⴱⴽⴽⴰⵙ ⴰⵎⴰⵔ ⵉⵏⴳⴰⵙⵏ ⴷⴳ ⵓⴱⵔⵉⴷ.
common_voice_zgh_40039275.mp3,ⴰⵢⵍⵍⵉ ⴰⴽⴽⵯ ⵉⵙⵙⴽⴼⴰⵏ ⵎⴹⵉⵖ ⵜ ⵜⴳⴰ ⵜ ⵣⵣⵔⴷⴰ ⴰⵏⵏ.
common_voice_zgh_40039276.mp3,ⵎⴰ ⴷ ⵜⵉⴷⵜ ⵓⵔ ⵜⵍⵍⵉⴷ ⴷⴰ ⵉⴹⵍⵍⵉ?
common_voice_zgh_40039277.mp3,ⵓⵔ ⴷⴰ ⵉⵜⵜⴽⴽⴰ ⴳⵔ ⵜⴼⵉⵢⵢⵉ ⴷ ⵢⵉⵙⴽⵔ ⵖⴰⵙ ⵉⵔⴽⴰⵏ
common_voice_zgh_40039278.mp3,ⵉⵙ ⵖⵉⵢⵖ ⴰⴷ ⴰⴽ ⵄⴰⵕⴷⵖ ⵙ ⵉⵎⵏⵙⵉ.
common_voice_zgh_40039279.mp3,"ⵉⴳ ⵉⴷⴷⵔ,ⵓⵔ ⵉⵎⵎⵓⵜ"
common_voice_zgh_40040193.mp3,"ⴰⵢⵍⵍⵉ ⵉⵢⵉ ⵉⵜⵜⵓⵎⴰⵏⵏ, ⵏⵜⵜⴰ ⵉⴳⴰ ⵢⴰⵏ ⵓⵎⵣⵔⴰⵡ ⴰⵏⴰⴼⴰⵣ."
common_voice_zgh_40040194.mp3,ⵓⵛⴽⵉⵖ ⴷ ⴱⴰⵀⵔⴰ ⴷ ⵉⵎⴷⴷⵓⴽⴽⴰⵍ ⵉⵏⵓ ⵖ ⵜⵡⵓⵔⵉ.
common_voice_zgh_40040195.mp3,ⵏⵎⵛⴰⵛⴽⴰ ⴷ ⵅⴼ ⵓⵙⴰⴽⵓⴷ ⵏ ⵉⴳⵉⵡⵔ ⵏⵏⴰ ⴷ ⵢⵓⵙⴰⵏ.
common_voice_zgh_40040196.mp3,ⵉⵎⵎⴰⵖ ⵜⵓⵎ ⴰⴷ ⵉⵙⵎⵓⵏ ⵜⵉⴽⴽⵉⵜⵉⵏ ⵉ ⵉⵡⵙⵙⴰⵔⵏ.
common_voice_zgh_40040198.mp3,ⵉⵙⵙⵏ ⵓⵥⵔⵡⴰⵍ ⴱⵓ ⵜⵃⴰⵏⵓⵜ.
common_voice_zgh_40040218.mp3,ⴰⴷ ⵏⵜⵜⵎⵥⵕⴰ ⴳ ⵓⵍⴰⵡⴰⵢ.
common_voice_zgh_40040219.mp3,ⵉⵡⵙⵙⴰⵔⵏ ⴰⵙⴳⴳⵯⴰⵙ ⴰⴷ ⵓⵔ ⵍⵍⵉⵏ.
common_voice_zgh_40040220.mp3,ⵜⴰⵍⴽⵉⴽⵙⵜ ⴰⴷ ⵜⵉⵏⵓ ⴰⴷ ⵜⴳⴰ?
common_voice_zgh_40040221.mp3,ⵢⵓⴼ ⴱⵟⵟⵓ ⴳⴰⵔ ⵜⴰⵎⵓⵏⵜ
common_voice_zgh_40040222.mp3,ⵎⴰⴷ ⵜⵙⵙⵏⵡⴰⴷ?
common_voice_zgh_40040238.mp3,ⵜⵓⴳⵜ ⵏ ⵡⵉⴷ ⴰ ⵜⴰⵀⵍⵏⵉⵏ ⴰⵔ ⵜⵜ ⵙⴳⴳⵔⵓⵏ ⵙ ⵡⵓⵍⵓⴼ.
common_voice_zgh_40040239.mp3,ⵓⵔ ⵊⵊⵓⵏ ⵜⵏⵥⵏ ⴳ ⵜⵡⵓⵔⵉ ⵏⵏⵙⵏ.
common_voice_zgh_40040240.mp3,ⵓⵜⵛⵉ.
common_voice_zgh_40040241.mp3,ⵔⴰⴷ ⵉⵢⵉ ⵉⴼⴰⵍⴽⵉ ⴽⵉⵖ ⵉⵢⵉ ⵜⵉⵡⵙⵜ.
common_voice_zgh_40040242.mp3,ⵉⵟⵟⴼ ⴰⵎⴳⵔ ⵙ ⵓⵏⵙⵔⵉⴼ
common_voice_zgh_40040254.mp3,ⵎⴻⵎⵎⵉⵙ ⵏ ⵉⴼⵙⵜⵉ ⴷ ⴰⵡⴰⵍ
common_voice_zgh_40040255.mp3,ⵉⵙ ⵊⵊⵓⵏ ⵜⵎⵎⵓⴷⴷⵉⴷ ⵉ ⵡⴰⴹⵓ ⵏⵏⴽ?
common_voice_zgh_40040256.mp3,ⵓⵍ ⵙⵙⵉⵏⵅ ⵎⴰ ⵔⴰⴷ ⵉⵊⵕⵓ.
common_voice_zgh_40040257.mp3,ⴼⵊⵊⵉⵊⵖ ⵉ ⵎⵎⴰ ⴽⵢⵢ?
common_voice_zgh_40040258.mp3,ⵉⵡⴰⵜⴰ ⵓⴷⵍⵉⵙ ⴰⴷ ⴰⵣⵣⴰⵏⵏ.
common_voice_zgh_40040259.mp3,ⵍⵉⵖ ⵉⵛⵜ ⵏ ⵜⵡⵍⴰⴼⵜ ⵏ ⵓⵣⴰⴳⵣ.
common_voice_zgh_40040260.mp3,ⵎⴰⴷ ⴰⴽ ⵉⴳⴰ ⵎⵓⵃⴰ.
common_voice_zgh_40040262.mp3,"ⴷ ⵜⵉⵣⵉⵣⵡⵉⵜ ⵉ ⵉⴱⵔⵔⵉⴽⵏ, ⴷ ⵉⵙⵖⵉ ⵉ ⵉⵎⵍⵍⵓⵍⵏ"
common_voice_zgh_40040263.mp3,ⵎⴰ ⵜⵀⴱⵍⴷ?
common_voice_zgh_40040264.mp3,"ⴰⵇⵎⵎⵓⵎ ⴷ ⵜⵉⵎⵙⵙⵉ, ⵉⴼⴰⴷⴷⵏ ⴷ ⴰⵔⴽⵜⵉ"
common_voice_zgh_40040265.mp3,ⵜⵉⴽⵓⵏⴷⴰ ⴰⵔ ⴷ ⵜⵜⴼⵓⵢⵓⵖ ⵖⴰⵔ ⴰⵏⴱⴷⵓ.
common_voice_zgh_40040266.mp3,ⵎⴰ ⴰⴷ ⵉⴳⴰⵏ ⵜⴰⵡⵓⵔⵉ ⵏ ⴱⴰⴱⴰⵎ?
common_voice_zgh_40040267.mp3,ⵎⴰ ⵖ ⴰⵔ ⵜⵜⴰⵙⵎ ⵍⴰⵢⵍⴰ?
common_voice_zgh_40040269.mp3,ⴰⵎⴰⵡⴰⵍ ⵏ ⵜⴽⵙⵙⴰ ⴷ ⵜⵔⵃⵃⴰⵍⵜ ⴷ ⵡⴰⵢⵡⴰⵍⵏ.
common_voice_zgh_40040271.mp3,ⵓⵔ ⵖⵉⴷ ⵍⵍⵉⵖ.
common_voice_zgh_40040272.mp3,ⴽⵓ ⵎⴰ ⴰⴷ ⵉⴷⵔⵓⵙⵏ ⵓⵔ ⵉⵜⵜⵓⵇⴱⵉⵍ.
common_voice_zgh_40040273.mp3,ⴰⴷ ⵏⵎⵢⴰⵏⵏⴰⵢ ⴳ ⵓⵍⴰⵡⴰⵢ.
common_voice_zgh_40040274.mp3,"ⵓⵔ ⴰⴷ ⴷⴳⴳⵉⵏ, ⴰⵛⴽⵓ ⵢⴰⴳⴳⵓⴳ ⴱⴰⵀⵔⴰ."
common_voice_zgh_40040275.mp3,ⵎⴰⵏⵉ ⴳ ⵜⵍⵍⴰⵎ?
common_voice_zgh_40040276.mp3,ⵓⵔ ⴷⴰ ⵏⴽⵜⵜⵉ ⵉⵣⵍⴰⵏ ⴰⵔ ⴷ ⵉⵙⵎⵓⵔ ⵓⵃⵉⴷⵓⵙ
common_voice_zgh_40040277.mp3,ⴷⴷⴰⵏ ⵉⴹⴳⴰⵎ.
common_voice_zgh_40040278.mp3,ⴷⴰⵔⵉ ⵉⵎⴷⴷⵓⴽⴽⴰⵍ ⴳ ⵎⵏⵛⴽ ⵏ ⵜⵎⵓⵔⴰ.
common_voice_zgh_40040279.mp3,ⵉⵙⴰⵇⵙⴰ ⵜⵓⵎ ⵅⴼ ⵎⴰⵏ ⴰⵢⴰ.
common_voice_zgh_40040280.mp3,ⵜⴼⵊⵊⵉⵊⴷ?
common_voice_zgh_40040281.mp3,ⵓⵙⵉⵏ ⵉⵡⴹⴼⴰⵏ ⵜⵉⵔⵛⵜ ⵏ ⵉⵎⵏⴷⵉ
common_voice_zgh_40040282.mp3,ⴽⵓ ⴰⵙⵉⵎⵡⴰⵙ ⵍⴰ ⵏⵜⵜⴻⵜⵜ ⵙⴽⵙⵓ
common_voice_zgh_40041086.mp3,ⵉⵣ ⴷ ⵜⴰⵡⵊⴰ ⵏⵏⴽ ⴰⵢⴰ?
common_voice_zgh_40041087.mp3,ⵔⴰⴷ ⴽⵯⵏ ⵏⵙⵙⵖⵜⵎ ⵙ ⵜⵡⵍⴰⴼⵜ.
common_voice_zgh_40041088.mp3,ⴽⵔⴰ ⵏ ⵜⵉⴽⴽⴰⵍ ⴰⵔ ⵉⵜⵜⴰⵔⴰ ⵜⴰⴱⵔⴰⵜ ⵉ ⵎⴰⵙ.
common_voice_zgh_40041089.mp3,ⴰ ⴰⴽⵓⵛ ⵉⵏⵓ!
common_voice_zgh_40041090.mp3,ⵜⴰⵎⵙⵓⵍⴰⴼⵜ ⵏⵏⴰ ⵜⵙⵖⵉⴷ ⵜⵓⴼ ⵜⵉⵏⵓ.
common_voice_zgh_40041091.mp3,ⵏⴰⵔⴰ ⴰⵎⴰⴳⵔⴰⴷ ⵏⵏⵖ ⵉⴹⴳⴰⵎ.
common_voice_zgh_40041092.mp3,ⴽⵓⵏⵏⵉ ⴷ ⵉⵔⵓⵙⵉⵢⵏ?
common_voice_zgh_40041093.mp3,ⵔⵉⵖ ⴰⵏⵙⵎⴰⴷⴷⵓ ⵏ ⵓⴽⴼⴰⵢ.
common_voice_zgh_40041094.mp3,ⵙⵓⵍ ⵓⴽⴰⵏ ⵉⴼⵜⵜⵓ ⵜⵓⵎ.
common_voice_zgh_40041095.mp3,ⵢⵓⴳⵔ ⵃⵎⵎⵉ ⴰⵥⵔⵡⴰⵍ.
common_voice_zgh_40041096.mp3,ⵉⴳⴰ ⵟⵟⴰⵍⴱ.
common_voice_zgh_40041097.mp3,ⴳⵉⵖ ⵢⴰⵏ ⵓⵎⴷⴰⵏ ⴰⵎⵅⵢⵢⵏ.
common_voice_zgh_40041098.mp3,ⵣⵎⵔⵖ ⴰⴷ ⴰⵡⵏ ⴰⵣⵏⵖ ⴰⵎⴰⵡⴰⵍ ⵉⵏⵓ ⵏ ⵜⵎⴰⵣⵉⵖⵜ.
common_voice_zgh_40041099.mp3,ⵍⴰ ⵜⴻⵜⵜⵕⴰⵊⵓ ⴰⴷ ⵜⵕⴰⵃ ⴰⴽⴷ ⵜⵙⵍⵉⵜ.
common_voice_zgh_40041100.mp3,ⴰⴽⴰⴷ ⵉⵎⵎⵉⵎ ⵓⵜⵜⵛⵉ.
common_voice_zgh_40041116.mp3,ⵢⵉⵡⵔⵔⵉ ⴷ ⵙ ⵜⵥⵓⵕⵉ.
common_voice_zgh_40041118.mp3,ⵖⵔⵉⵖ ⵉⴹⵍⵍⵉ ⵉⵛⵜ ⵏ ⵜⵓⵍⵍⵉⵙⵜ ⵉⵙⵜⴰⵡⵀⵎⵎⴰⵏ.
common_voice_zgh_40041119.mp3,ⵏⵛⵛ ⵖⴰⵙ ⴷ ⴰⵎⴰⵍⵍⴰⵢ.
common_voice_zgh_40041120.mp3,ⴰⵔ ⵜⵜⵍⵍⵉⵖ ⵙ ⵢⴰⵜ ⵜⴳⵓⵔⵉ ⴳ ⵎⵙⵎⵓⵏ ⴰⵡⴰⵍ.
common_voice_zgh_40041145.mp3,ⵉⵙⵙⵢⴰⴼⴰ ⴰⴳⵥⵥⴰⵥ ⴳ ⵜⴰⴷⴰⵡⵜ.
common_voice_zgh_40041146.mp3,ⵎⵉⵔⵉⴽⴰⵏ
common_voice_zgh_40041147.mp3,ⵜⴰⴹⴰⵔⵜ ⵏ ⵓⴳⵓⵊⵉⵍ ⴰⵢ ⵉⴱⴱⵉⵏ ⴰⴳⵔⵜⵉⵍ
common_voice_zgh_40041148.mp3,ⴰⴷ ⵓⴽⴰⵏ ⵙⵍⵍⴰⵖ ⵉ ⵜⵣⵍⵉⵜ ⴰⴷ ⴰⵔ ⴷ ⵉⵍⵎⵎⴰ ⴽⵯⵜⵜⵉⵖ ⵜⵉⵎⵥⵉ ⵉⵏⵓ.
common_voice_zgh_40041149.mp3,ⵓⵙⵔⵖ ⴽⵯⵏ.
common_voice_zgh_40041160.mp3,ⵜⵓⴽⴽⵕⴹⴰ ⵉⵣⴳⵍⵏ.
common_voice_zgh_40041161.mp3,ⵜⵉⵢⵜⵉ ⵏ ⵡⵓⵍ ⵉⵊⵀⴷⵏ.
common_voice_zgh_40041162.mp3,ⴰⵙⴳⴳⵯⴰⵙ ⴰⴷ ⵉⵎⵓⵔⵙ ⵓⴽⴰⵏ ⵉⵡⵉ ⴳ ⵍⴱⴰⴽ.
common_voice_zgh_40041163.mp3,ⵜⴰⵎⵙⴰⴷⵓⵔⵜ.
common_voice_zgh_40041164.mp3,ⵉⵍⵍⴰ ⵢⴰⴷⵍⵍⵉ ⵖⵉⴼⴽ ⴰⴷ ⵏⵏ ⵜⵉⵍⵉⴷ ⴳ ⵢⵉⵡⵉⵣ ⵉⴹⵍⵍⵉ. ⴳⵉⵙ ⵜⵓⴳⵜ ⵏ ⵜⵖⴰⵡⵙⵉⵡⵉⵏ ⴼⵊⵊⵉⵊⵏⵉⵏ.
common_voice_zgh_40041180.mp3,ⵉⵙⵙⵏ ⴰⴷ ⵉⵙⴰⵡⴰⵍ.
common_voice_zgh_40041181.mp3,ⵉⴷⴷⴰ ⴷⴰ ⵉⴱⵟⵟⵓ ⴰⵍⵉⵎ ⵉ ⵉⵖⵢⴰⵍ
common_voice_zgh_40041182.mp3,ⵜⵔⴰ ⴰⴷ ⴷⵉⴷⵙⵏ ⵜⵉⵍⵉ.
common_voice_zgh_40041183.mp3,ⴳⴳ ⵎⵉⵏ ⵜⵅⵙⴷ.
common_voice_zgh_40041184.mp3,ⵉⵏⵎⵓⵇⵇⴰⵔ ⵉ ⵜⵢⴰⴼⵓⵜⵉⵏ ⵜⵉⵏⴼⵍⴰⵃⵉⵏ.
common_voice_zgh_40041198.mp3,ⵢⴰⵏ ⵉⵛⵡⴰⵏ ⴰⵔ ⵉⵜⵜⵏⵡⵡⴰ ⵍⵅⵉⵔ ⴳ ⵡⵓⵙⵙⴰⵏ
common_voice_zgh_40041200.mp3,ⵉⵙ ⵜⴳⴰ ⵜⵡⵓⵔⵉ ⵏⵏⴽ ⵜⵉⵎⵉⵣⵉⵜ?
common_voice_zgh_40041202.mp3,"ⵜⵥⵔⴰ ⵉⵙⵍⵎⴰⵏ, ⵜⴻⵜⵜⵓ ⵙⵍⵉⵎⴰⵏ"
common_voice_zgh_40041203.mp3,ⵓⵔ ⴷⴰ ⵉⵣⴷⴷⵖ ⵡⴰⴽⴰ ⴳ ⵓⵎⴰⵣⵉⵔ ⵏ ⵉⴼⵉⵖⵔ
common_voice_zgh_40041204.mp3,ⴰⵙⵉⵢⴰⵜ ⵍⵖⴰⵛⵉ ⴰⵏⵏ ⵙ ⵜⴳⵍⴰⵍⴰⵣⵜ.
common_voice_zgh_40043514.mp3,ⴰⴳⴰ ⵉⴳⵯⴱⴰⵏ ⵓⵔ ⴷⴰ ⵉⵜⵜⴰⴳⵎ
common_voice_zgh_40043515.mp3,ⴰⵎⵎⴰⵙ ⵏ ⵓⴹⴼⴼⵓⵕ ⴷ ⵓⵙⴼⵙⵉ ⵏ ⵉⵙⵓⵜⴰⵔ.
common_voice_zgh_40043516.mp3,ⵎⴰⵏⵉ ⵙ ⵔⴰⴷ ⵜⴷⴷⵓⴷ?
common_voice_zgh_40043517.mp3,ⴰⵙⵍⵍⵎ
common_voice_zgh_40043518.mp3,ⵜⵏⵊⵎⴻⵎⵜ ⴰⴷ ⵉⵢⵉ ⴷ ⵜⵙⵙⵓⵖⵍⵎⵜ ⴽⵔⴰ ⵏ ⵜⵡⵉⵏⴰⵙ?
common_voice_zgh_40043519.mp3,ⵎⴰ ⵜⵔⵉⴷ.
common_voice_zgh_40043520.mp3,ⵉⵣⴳⴰⵔⵏ ⵏ ⴷⴰⴷⵙ ⴰⵢ ⵉⴽⵔⵔⵣⵏ ⴰⴽⴰⵍ ⵏ ⴷⴰⴷⵙ
common_voice_zgh_40043521.mp3,ⴰⵔ ⵏⵙⵡⵉⵏⴳⵉⵎ ⵏⴽⴽ ⴷ ⵎⴰⵔⵉ ⴰⴷ ⵏⵙⵙⴳⵎⵉ ⵙⵉⵏ ⵡⴰⵣⵣⴰⵏⵏ.
common_voice_zgh_40043523.mp3,ⵜⴰⵎⴰⵡⴰⵙⵜ ⵏ ⵓⵡⴰⵏⴽ.
common_voice_zgh_40055119.mp3,"ⴳⴳⵣⴰⵜ, ⵜⵙⵙⴼⵍⴷⵎ ⵉ ⵓⵙⵍⵎⴰⴷ."
common_voice_zgh_40055152.mp3,ⴰⵍⵍⵏ ⵏ ⵓⵏⴱⴳⵉ ⴰⴷ ⵉⵙⵙⵏⵡⴰⵏ ⵉⵎⵏⵙⵉ
common_voice_zgh_40055153.mp3,ⴷⴷⵓ ⵙ ⵜⵜⴰⵡⵉⵍ
common_voice_zgh_40055154.mp3,ⵓⵔ ⵙⵍⵍⵉⵖ ⵉ ⵎⵉⵏ ⵜⵏⵏⵉⴷ.
common_voice_zgh_40055155.mp3,ⴷⴰⴷ ⵏⵙⵖⴰⵡⵙⴰ ⵙ ⵜⵡⵉⵣⵉ ⵏⵏⴽ.
common_voice_zgh_40055156.mp3,ⵙⵍⵍⴰⵖ ⵉ ⴽⵔⴰ ⴰⵔ ⵉⵜⵜⵓⵙⵓ.
common_voice_zgh_40055163.mp3,"ⵓⵔ ⵖⵓⵔⵙⵏⵜ ⵉⵙⵍⴰⵃⵏ, ⵎⴰⵛⴰ ⴷⴰ ⵙⴽⵏⵓⵏⵓⵢⵏⵜ ⵉⵥⵔⴰⵏ, ⴰⵔ ⵙⵃⵓⵔⵔⵓⵛⵏⵜ ⵉⵔⴳⵣⵏ ⵙ ⵉⵣⵍⵉ ⴷ ⵜⵖⵔⴰⵜⵉⵏ."
common_voice_zgh_40055164.mp3,ⵎⴰⵏⵎⴽ ⵙ ⵔⴰⴷ ⴱⴷⵔⵖ?
